,url,title,favicon,top_img,date,summary,ai_rating,user_rating
10,https://www.csmonitor.com/USA/Society/2020/0316/Why-tough-times-can-mean-better-neighbors,Why tough times can mean better neighbors,https://www.google.com/s2/favicons?domain=www.csmonitor.com,https://images.csmonitor.com/csm/2020/03/0316%20Italy_Virus_Outbreak.3.jpg?alias=standard_900x600,2020-03-16,"As the practice of “social distancing” burgeons during the coronavirus crisis, people are finding ways to meet heart to heart even though they can’t meet face to face.
“My husband and I are both on parental leave, so one of us can absolutely go and get some noodles and beans for somebody who lives a couple streets over,” says Ms. Wilson.
As the practice of “social distancing” burgeons, people are finding ways to meet heart to heart even though they can’t meet face to face.
Ms. Wilson, an American who moved to Germany in 2016, teamed up with an upstairs neighbor to post flyers on mailboxes and trash cans on their street.
Beyond offering a cup of sugarTo Marc Dunkelman, author of “The Vanishing Neighbor,” these neighborly responses to the coronavirus crisis are notable in their contrast to normal times.",1,
11,http://www.cnn.com/2016/03/28/us/georgia-north-carolina-lgbt-bills/index.html,Georgia governor to veto 'religious liberty' bill,https://www.google.com/s2/favicons?domain=www.cnn.com,"https://media.cnn.com/api/v1/images/stellar/prod/160328104001-01-nathan-deal-0328.jpg?q=x_0,y_0,h_1125,w_1999,c_fill/w_800",2016-03-28,"Story highlights Georgia Gov.
Nathan Deal says he'll veto ""religious liberty"" bill Georgia legislator calls for special session to override governor's veto Student: After NFL said it would boycott Atlanta for a Super Bowl, ""I knew ... (it) would never make it past Gov.
Deal's desk""Atlanta CNN —Under increasing pressure from major corporations that do business in Georgia, Gov.
Nathan Deal announced Monday he will veto a bill that critics say would have curtailed the rights of Georgia’s LGBT community.
The proposed Georgia law would have ensured that pastors could not be forced to perform same-sex marriages.",0,
12,http://www.npr.org/sections/itsallpolitics/2015/07/26/425981961/the-2016-election-is-all-about-economics-and-anger,Brace Yourself: The 2016 Election Is Going To Be All About Anger,https://www.google.com/s2/favicons?domain=www.npr.org,https://media.npr.org/assets/img/2015/07/24/gettyimages-481815250_wide-7c7c8880168a89e3419e7f8051db3d7bedde188c-s1400-c100.jpg,2015-07-26,"Brace Yourself: The Presidential Election Is Going To Be All About AngerEnlarge this image toggle caption Spencer Platt/Getty Images Spencer Platt/Getty ImagesHillary Clinton laid out some lofty goals for her presidency in a speech on Friday.
That's the idea at the center of the election, and everyone in the race seems to have latched on.
""Well, he must not have met very many American workers,"" Clinton said in response.
While they're appealing to an exhausting stretch of stagnant wages for American workers, they're really tapping into a decades-old idea of how the economy should work.
Still, what's new in the 2016 election is really that Americans' anxiety about the economy is getting more entrenched by the day.",1,
13,http://www.washingtontimes.com/news/2015/nov/16/obama-takes-heat-over-isis-strategy-as-francois-ho/,Obama takes heat over ISIS strategy as Francois Hollande pushes U.S.-Russia coalition,https://www.google.com/s2/favicons?domain=www.washingtontimes.com,https://twt-thumbs.washtimes.com/media/image/2015/11/17/Turkey_G-20_Summit_.JPEG-0fd41_c0-850-2185-2124_s1200x700.jpg?4b4cb0da2c6101cab0228dba18e6e7d144625ff7,2015-11-16,"He said he would meet with Mr. Putin and Mr. Obama later, although it wasn’t clear whether he would meet with them together or separately.
At nearly the same time as Mr. Obama was speaking Monday, CIA Director John O. Brennan was giving a darker assessment in Washington of the threat posed by the Islamic State.
“Let’s assume that we were to send 50,000 troops into Syria,” Mr. Obama said.
“More than a year after ISIS’ march into Iraq, ISIS has gotten stronger, not weaker.
The Islamic State has claimed responsibility for the attacks, saying they were in retaliation for French airstrikes in Iraq and Syria over the past year.",2,
14,http://www.politico.com/story/2013/01/senate-clears-fiscal-cliff-deal-89-8-85640.html?hp=t1,Senate clears fiscal cliff deal 89-8,https://www.google.com/s2/favicons?domain=www.politico.com,http://s3-origin-images.politico.com/2013/01/01/130101_obama_biden_cliff_ap_605.jpg,2013-01-01,"Democrats counted legislative victories in extending unemployment benefits, Obama’s stimulus tax cuts and exacting higher marginal income rates on high earners.
After House Republicans threatened inaction on the Senate bill, Boehner offered to allow his colleagues to amend it before permitting action on the Senate measure.
They worked their will — and realized any changes to the Senate bill would fall short.
And we hope tomorrow will go well.”House Republicans’ major qualm with the Senate bill was that it lacked sufficient spending cuts.
Many lawmakers were also concerned about the proposed two-month delay to automatic spending cuts known as the sequester.",0,
15,https://slate.com/news-and-politics/2020/03/trump-calling-coronavirus-chinese-virus.html,The Real Reason Trump Started Calling the Virus “Chinese”,https://www.google.com/s2/favicons?domain=www.slate.com,https://compote.slate.com/images/73fb17b1-8b1f-4571-b769-5ca005ee8252.jpeg?width=1560&rect=3149x2099&offset=1291x0,2020-03-21,"Trump had previously referred to the pandemic as “the coronavirus.” So what changed?
And so, perhaps sometime around March 16, when he first used the phrase “Chinese Virus” on Twitter himself, it became clear that the president was ready to embrace an ugly construction Mike Pompeo and others had earlier tried to mainstream.
During the many weeks Trump downplayed the epidemic and told Americans not to worry, he referred to the virus using perfectly conventional language.
Americans have notoriously short memories, but even some Trump supporters can probably recall how egregiously and how recently Trump downplayed the danger.
When a judge was ruling over Trump University’s fraudulent practices, Trump attacked the judge’s ethnicity.",0,
16,http://www.politico.com/story/2014/05/may-primaries-to-test-gop-establishment-clout-106330.html?hp=f1,May primaries to test GOP establishment clout,https://www.google.com/s2/favicons?domain=www.politico.com,http://s3-origin-images.politico.com/2014/05/05/140423_voters_2_getty_605.jpg,2014-05-05,"The primaries over the next several weeks will provide the first solid clues whether the approach is working or the GOP is in for more of the same.
In each of those instances, tea party activists rose up and defeated the candidates backed by the party establishment.
At the same time, Republican groups aligned with the GOP establishment have tried to prop up Tillis.
But both Paul and Sen. Mike Lee of Utah, another tea party figure who backs Brannon, downplayed Brannon’s legal problems.
But the GOP establishment wants anyone other than fiercely conservative Reps. Paul Broun or Phil Gingrey, who many in the party fear will struggle in a general election.",0,
17,http://projects.fivethirtyeight.com/2016-election-forecast/senate/,Who will win the Senate?,https://www.google.com/s2/favicons?domain=www.projects.fivethirtyeight.com,https://fivethirtyeight.com/wp-content/uploads/2016/09/senate-forecast-promo.jpg,2016-09-20,"is the probability of a 50-50 split in the Senate with a Democratic vice president.
# How the odds have changed We'll be updating our Senate forecasts every time new data is available, every day through Nov. 8.
# Who’s ahead in each Senate race Our win probabilities come from simulating the election 20,000 times, which produces a distribution of possible outcomes for each race.
Key Average 80% chance outcome falls in this range Show all states ▾The balance of power in the next Senate In each simulation of the Senate elections, we forecast the winner of all 34 races and note the resulting number of seats that would be held by the parties.
“Voter power index” is the relative likelihood that an individual voter in a state will determine the majority party.",1,
18,https://www.washingtontimes.com/news/2018/mar/5/trump-daca-phaseout-legal-judge-rules/,Judge rules Trump’s DACA phaseout legal,https://www.google.com/s2/favicons?domain=www.washingtontimes.com,https://twt-thumbs.washtimes.com/media/image/2018/03/05/AP_18064749514608_c0-203-4862-3039_s1200x700.jpg?4fb20a03cd72fd3b1c1e3886da42e04743b21d98,2018-03-05,"A federal judge ruled Monday that President Trump’s phaseout of the Obama-era DACA program is legal, adding heft to the administration’s defense but doing little to solve the ongoing court quagmire.
Judge Titus went even further, praising the Trump administration for the way it handled the situation with a six-month phaseout.
Given the reasonable belief that DACA was unlawful, the decision to wind down DACA in an orderly manner was rational,” the judge wrote.
DACA is the 2012 program Mr. Obama created, using executive authority, to protect hundreds of thousands of “Dreamers” from deportation and to give them a foothold in society.
Judge Titus said he didn’t like the result of his own ruling, but he said judges need to butt out of politics and stick to the law.",2,
19,http://www.npr.org/sections/thetwo-way/2015/08/20/432986619/police-use-tear-gas-arrest-9-during-protests-in-st-louis,"Police Use Tear Gas, Arrest 9 During Protests In St. Louis ",https://www.google.com/s2/favicons?domain=www.npr.org,https://media.npr.org/assets/img/2015/08/20/56615581_h38869267_wide-a9b444f4cfc51a3a11d4144e33cc715342919d1d-s1400-c100.jpg,2015-08-20,"Police Use Tear Gas, Arrest 9 During Protests In St. LouisEnlarge this image toggle caption Lawrence Bryant /Reuters /Landov Lawrence Bryant /Reuters /LandovPolice used tear gas and arrested nine people during protests in St. Louis on Wednesday.
The St. Louis Post-Dispatch reports:""The Rev.
Renita Lamkin of St. Charles, who regularly attended protests in Ferguson, went to Page Avenue with several other clergy members Wednesday evening.
She claimed officers gave no warning firing canisters of smoke and tear gas.""
Of course, these protests come at a time when tensions in the St. Louis area are running high.",1,
20,http://theweek.com/articles/668662/donald-trump-ruining-christmas,Donald Trump is ruining Christmas,https://www.google.com/s2/favicons?domain=www.theweek.com,https://cdn.mos.cms.futurecdn.net/Ff9S7W53ad59omJz6yrG5Q-1200-80.png,2016-12-23,"But in Donald Trump's America, millions of Americans like us who have embraced Christmas voluntarily will become involuntary recruits in his War for Christmas.
And he doesn't inspire comfort when he ominously intones things like ""America will say Christmas again — I can tell you that much.""
But Trump's misguided pledge to Make America Say Merry Christmas Again sounds like he wants to turn Christians from being victims to victimizers.
Would they all be forced to say Merry Christmas to prove their fidelity to the majority?
And with that hope, Merry Christmas to you all.",1,
21,https://www.nytimes.com/2018/07/22/opinion/brett-kavanaugh-supreme-court.html,Brett Kavanaugh Will Fit Right In at the Pro-Corporate Roberts Court,https://www.google.com/s2/favicons?domain=www.nytimes.com,https://static01.nyt.com/images/2018/07/23/opinion/23mon1/23mon1-facebookJumbo.jpg?year=2018&h=550&w=1050&s=8cf98ebd082f74e553220fb09340462d3e201566a7715295a18af910e1bd9b17&k=ZQJBKqZ0VN,2018-07-22,"Corporate interests haven’t had it so good at the Supreme Court in a long time .
Under Chief Justice John Roberts Jr. the court has given big business a leg up on workers, unions, consumers and the environment — and will do so even more aggressively if the Senate confirms Brett Kavanaugh, President Trump’s choice to replace Justice Anthony Kennedy .
The owners of businesses have earned the right to cite their personal religious beliefs to deprive workers of reproductive health care.
The court has also made it easier for polluters to get away with poisoning the air and water.
That compares with a rate of 44 percent when Chief Justice William Rehnquist led the court from 1986 to 2004, and 43 percent when Warren Burger was chief justice from 1969 to 1986.",0,
22,http://www.foxnews.com/politics/2013/02/13/sessions-puts-lew-on-trial-for-budget-bluff/,Sessions Puts Lew on Trial for Budget Bluff,https://www.google.com/s2/favicons?domain=www.foxnews.com,http://a57.foxnews.com/media2.foxnews.com/thumbnails/i/021313/640/360/021313_powerplay_full_640.jpg,2013-02-13,"That’s the main question for Jack Lew, the White House chief of staff and President Obama’s nominee to lead the Treasury Department, when he heads to Capitol Hill today for confirmation hearings.
[pullquote]The big problem for Lew, though, are comments he made as Obama’s budget boss claiming that Obama’s fiscal plan would lead to an end of borrowing and eventual debt reduction.
Sessions doesn't serve on the Finance committee that will question Lew today, but the former Alabama federal prosecutor is still making life difficult for Lew.
Sessions is no showboat, but has laid a trap for Lew with the Republicans on the Finance Committee.
But Sessions, having accused Lew of lying under oath, is counting on his colleagues to build his case one question at a time.",2,
23,http://www.politico.com/story/2015/03/dhs-funding-bill-house-vote-115693.html?hp=t1_r,John Boehner moves to end DHS stalemate,https://www.google.com/s2/favicons?domain=www.politico.com,http://s3-origin-images.politico.com/2015/03/03/20150303_boehner_msm_1160.jpg,2015-03-03,"The measure passed 257-167, with 182 Democrats and 75 Republicans voting to beat a Friday midnight deadline for DHS funding to expire.
Boehner was only able to avoid a government shutdown last Friday after backroom negotiations with House Democrats led to a vote on a “clean” funding bill this week.
Boehner (R-Ohio) was forced to use an obscure procedural rule to reverse an earlier vote against a clean bill, after the House and Senate were unable to forge an agreement to enter conference negotiations before DHS funding expires.
The House tried to gut those provisions, but the Senate was not able to get a matching bill through the chamber.
House Republicans are now turning their attention to the courts to oppose Obama’s executive actions.",0,
24,http://townhall.com/tipsheet/guybenson/2015/06/03/obamacare-premiums-n2007141,'It's Working:' More Hefty Obamacare Premium Hikes On the Way,https://www.google.com/s2/favicons?domain=www.townhall.com,https://media.townhall.com/cdn/hodl/2014/101/1fd7d80f-552e-4c2f-8dc2-0b0b4c40c4ba.jpg,2015-06-03,"Hold onto your wallets ... many insurers want to substantially hike rates on Obamacare policies for 2016.
In Florida, for instance, United Healthcare (UNH) wants to raise the rates of plans sold on the Obamacare exchange by an average of 18%.
AdvertisementHealth insurers across the country are eyeing slightly steeper cost increases in 2016, a year that will be an important test for how well ObamaCare is working.
More than 10 million of the 11.7 million people who selected Obamacare plans for 2015 ended up paying for coverage, making their enrollment official, the federal government said Tuesday.
More than 1.5 million Obamacare sign-ups eventually declined to pay for the coverage they'd selected, dropping out of the pool.",2,
25,https://www.vice.com/en_us/article/9kedqd/ok-wtf-is-google-quantum-supremacy,"OK, WTF Is Google's 'Quantum Supremacy'?",https://www.google.com/s2/favicons?domain=www.vice.com,https://video-images.vice.com/articles/5d8ba36cb9fbf5000814b833/lede/1569432793373-aesfaesfasefawsef.jpeg?image-resize-opts=Y3JvcD0xeHc6MC45OTEwNzE0Mjg1NzE0Mjg2eGg7Y2VudGVyLGNlbnRlciZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio,2019-09-25,"Using classical computers to verify quantum supremacy is only possible when quantum computers are around 50 qubits or less.
Using classical computers to verify quantum supremacy is only possible when quantum computers are around 50 qubits or less.
Confirming caims of quantum supremacy is notoriously hard, since the methods to verify quantum results are not always convincing.
Confirming caims of quantum supremacy is notoriously hard, since the methods to verify quantum results are not always convincing.
“Such a demonstration [of quantum supremacy] isn't inherently useful, since most proposals for quantum supremacy are based on computational problems you wouldn't encounter in any other context,” Gosset said.",0,
26,http://www.politico.com/story/2015/02/white-house-paris-deli-shooting-jews-115076.html?hp=b1_r1,White House ripped for Paris attack comments,https://www.google.com/s2/favicons?domain=www.politico.com,http://s3-origin-images.politico.com/2015/02/10/150210_paris_jewish_grocery_store_ap_1160.jpg,2015-02-10,"Reporters in Tuesday’s White House briefing raised questions about Obama’s decision not to label the shooting an anti-Semitic incident.
“This was not a random shooting of a ‘bunch of folks,’” ABC’s Jon Karl said.
This is the point,” Earnest replied, adding, “there were people other than Jews who were in that deli.”“I answered the question once.
No,” Earnest replied when asked by Karl whether the president believed had any doubt that the deli was attacked because it was a kosher establishment.
?”Earnest also took to Twitter to underscore he agreed the shooting was an attack on the Jewish community.",0,
27,http://www.csmonitor.com/USA/Politics/2017/0113/Repealing-Obamacare-why-states-could-struggle-to-fill-the-gap,Repealing Obamacare: why states could struggle to fill the gap,https://www.google.com/s2/favicons?domain=www.csmonitor.com,https://images.csmonitor.com/csm/2017/01/1022794_1_0113-USA-OBAMACARE-repeal_standard.jpg?alias=standard_900x600,2017-01-13,"By repealing Obamacare, many Republican lawmakers want to give states the right to find their own health care answers.
Thirty-one states accepted the Medicaid expansion, while the subsidies are available in all states.
And even with it, the loss of Medicaid expansion and federal subsidies – if Republicans rein them in – will cause significant stress here and elsewhere.
Unlike other states that rejected the Medicaid expansion, he still expanded coverage to everyone living below the poverty level in the state.
“The people who would normally have been covered under a Medicaid expansion – like the expansion in Massachusetts – instead are directed” to Obamacare.",1,
28,http://www.vox.com/policy-and-politics/2017/4/25/15399028/trump-supporters-overrated,Trump supporters are the most overrated force in American politics,https://www.google.com/s2/favicons?domain=www.vox.com,https://cdn.vox-cdn.com/thumbor/MPISy_cf3rAgWacQqfZm-9n7SnI=/0x364:3500x2333/1600x900/cdn.vox-cdn.com/uploads/chorus_image/image/54422363/GettyImages-511281150.0.jpg,2017-04-25,"Three things “Trump voters” might meanRoughly speaking, vague references to “Trump voters” tend to end up falling into one of three buckets:Trump’s primary voters: These are the true Donald Trump fans.
Most Republicans didn’t vote in the 2016 GOP primary, and most 2016 GOP primary voters didn’t vote for Trump.
The marginal Trump voters: Typical Republican Party voters are a much larger group of people than swing voters who defected from the Democrats to vote for Trump.
Fox News covered a Washington Post poll showing that 96 percent of Trump voters stand by their decision with the headline “No Regrets.” The fact is, however, that if 4 percent of Trump voters had stayed home rather than voting Trump, he would have lost Wisconsin, Michigan, Pennsylvania, and the White House.
Trump didn’t improve on Romney’s overall performance, but his supporters are more efficiently sorted to win electoral votes, so he improved on Romney’s totals in Wisconsin, Michigan, and Pennsylvania.",0,
29,https://slate.com/news-and-politics/2019/07/democrats-israel-debate-occupation-bds.html,Democrats May Finally Have a Real Debate About Israel (if Moderators Ask),https://www.google.com/s2/favicons?domain=www.slate.com,https://compote.slate.com/images/e2ef914a-9af6-474b-8503-5124041d966e.jpeg?width=1560&rect=5483x3655&offset=0x0,2019-07-30,"The Israeli-Palestinian conflict wasn’t much of a topic of debate in previous elections simply because there wasn’t much of a debate.
Rank-and-file Democrats, particularly progressives and younger voters, have grown increasingly critical of the Israeli government and U.S. support for the country.
It’s too simple to say, as many Republicans do, that the Democrats have moved “left” on Israel.
But given the sensitivity of the topic, the candidates are unlikely to start this conversation on their own, so it will take some prompting from the moderators.
Harris has mostly avoided criticism of Israeli policies and stood by her past associations with the American Israel Public Affairs Committee.",0,
30,https://reason.com/archives/2017/01/04/election-hacking-or-voter-education,'Election Hacking' or Voter Education?,https://www.google.com/s2/favicons?domain=www.reason.com,https://d2eehagpk5cl65.cloudfront.net/img/q60/uploads/2019/04/14834424116029.jpg,2017-01-04,"Last week President Obama announced sanctions against Russia in retaliation for ""data theft and disclosure activities"" that were intended to ""interfere with the U.S. election process.""
A calmer, less partisan perspective suggests that what Clinton and Obama view as interference with the election process might more accurately be described as voter education, which strengthens democracy by helping its participants make better-informed choices.
News reports routinely describe the leaking of emails stolen from the Democratic National Committee (DNC) and John Podesta, Clinton's campaign chairman, as ""election hacking.""
He warned that ""if they are able to harm the electoral process, then they destroy democracy, which is based on free and fair elections.""
True election hacking, aimed at perpetrating voting fraud, obviously would be a threat to the democratic process.",2,
31,https://www.theguardian.com/environment/2020/jul/10/coronavirus-global-emissions-study," Coronavirus pandemic prompts record drop in global emissions, study finds",https://www.google.com/s2/favicons?domain=www.theguardian.com,https://i.guim.co.uk/img/media/f37b4a970839a839bc2f21bcb4cf46f79ede78e1/0_175_5328_3196/master/5328.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctYWdlLTIwMjAucG5n&enable=upscale&s=792f3d2583ea6b19c2a6941fc1d71b3c,2020-07-10,"The coronavirus pandemic has led to the largest drop in heat-trapping emissions in human history, according to a new study.
Europe also saw a significant economic dip, but it lagged in emissions reductions because its economy is less reliant on fossil fuels.
The last time the globe experienced a dramatic drop in emissions was during the 2009 financial crisis, which decreased carbon dioxide emissions by 0.46 gigatonnes.
“This is the dilemma of the social, environmental and economic systems – the fact that these systems are so interconnected and you can’t really address one system in isolation,” Malik said.
Malik said the reductions necessary would require a complete redesign of the economic systems.",0,
